age,gender,height,weight,activity_level,goal,protein,carbs,fats,water
54,male,168,66,sedentary,cutting,145.2,165.0,52.8,2.31
32,male,156,53,active,cutting,116.6,165.6,53.0,2.46
52,male,167,91,active,cutting,200.2,284.4,91.0,3.79
37,female,153,71,moderate,bulking,142.0,390.5,93.7,2.79
54,male,151,86,moderate,cutting,189.2,236.5,75.7,3.31
24,male,169,61,sedentary,bulking,122.0,305.0,73.2,2.14
44,male,183,88,sedentary,bulking,176.0,440.0,105.6,3.08
30,female,171,98,moderate,bulking,196.0,539.0,129.4,3.73
50,male,173,97,moderate,maintenance,194.0,373.5,106.7,3.7
51,female,151,62,active,bulking,124.0,387.5,93.0,2.77
50,male,181,83,sedentary,bulking,166.0,415.0,99.6,2.91
38,male,192,53,active,bulking,106.0,331.2,79.5,2.46
25,female,150,97,sedentary,bulking,194.0,485.0,116.4,3.4
33,female,166,52,active,bulking,104.0,325.0,78.0,2.42
29,female,150,87,active,bulking,174.0,543.8,130.5,3.65
37,female,198,64,moderate,bulking,128.0,352.0,84.5,2.54
40,male,171,54,moderate,bulking,108.0,297.0,71.3,2.19
48,male,155,75,sedentary,maintenance,150.0,262.5,75.0,2.63
32,female,196,60,sedentary,maintenance,120.0,210.0,60.0,2.1
47,male,153,67,moderate,bulking,134.0,368.5,88.4,2.65
29,male,186,50,sedentary,maintenance,100.0,175.0,50.0,1.75
27,female,164,98,sedentary,maintenance,196.0,343.0,98.0,3.43
46,male,160,61,sedentary,cutting,134.2,152.5,48.8,2.14
57,male,192,79,active,cutting,173.8,246.9,79.0,3.37
38,male,175,82,sedentary,cutting,180.4,205.0,65.6,2.87
59,female,180,67,moderate,bulking,134.0,368.5,88.4,2.65
19,male,172,84,active,cutting,184.8,262.5,84.0,3.54
20,male,166,79,moderate,cutting,173.8,217.3,69.5,3.06
29,female,157,89,moderate,maintenance,178.0,342.7,97.9,3.42
58,female,151,61,sedentary,bulking,122.0,305.0,73.2,2.14
45,male,192,64,active,maintenance,128.0,280.0,80.0,2.84
26,male,193,51,moderate,maintenance,102.0,196.4,56.1,2.08
35,male,179,71,active,maintenance,142.0,310.6,88.8,3.09
32,male,164,66,active,cutting,145.2,206.2,66.0,2.91
45,male,170,71,moderate,maintenance,142.0,273.4,78.1,2.79
28,female,150,76,active,cutting,167.2,237.5,76.0,3.26
40,female,187,89,moderate,cutting,195.8,244.8,78.3,3.42
51,male,191,63,active,bulking,126.0,393.8,94.5,2.81
20,female,195,79,moderate,maintenance,158.0,304.2,86.9,3.06
19,female,179,85,moderate,maintenance,170.0,327.2,93.5,3.27
20,female,161,85,moderate,bulking,170.0,467.5,112.2,3.27
22,male,198,72,sedentary,bulking,144.0,360.0,86.4,2.52
19,female,155,59,active,bulking,118.0,368.8,88.5,2.67
40,male,177,98,moderate,cutting,215.6,269.5,86.2,3.73
45,male,188,90,active,cutting,198.0,281.2,90.0,3.75
26,female,152,97,active,maintenance,194.0,424.4,121.2,4.0
49,male,156,70,active,maintenance,140.0,306.2,87.5,3.05
41,female,159,45,sedentary,cutting,99.0,112.5,36.0,1.58
21,female,161,74,sedentary,maintenance,148.0,259.0,74.0,2.59
35,female,197,83,sedentary,maintenance,166.0,290.5,83.0,2.91
37,male,166,91,sedentary,bulking,182.0,455.0,109.2,3.19
44,female,198,93,moderate,maintenance,186.0,358.1,102.3,3.56
46,female,157,88,moderate,maintenance,176.0,338.8,96.8,3.38
38,male,192,84,sedentary,cutting,184.8,210.0,67.2,2.94
43,male,162,93,active,cutting,204.6,290.6,93.0,3.86
47,female,190,67,active,cutting,147.4,209.4,67.0,2.95
39,female,156,95,moderate,bulking,190.0,522.5,125.4,3.62
42,male,170,66,moderate,cutting,145.2,181.5,58.1,2.61
53,female,195,68,moderate,bulking,136.0,374.0,89.8,2.68
50,male,193,66,moderate,bulking,132.0,363.0,87.1,2.61
56,female,172,77,moderate,bulking,154.0,423.5,101.6,3.0
52,female,158,73,sedentary,bulking,146.0,365.0,87.6,2.56
35,male,199,65,sedentary,maintenance,130.0,227.5,65.0,2.28
55,female,179,97,active,bulking,194.0,606.2,145.5,4.0
31,male,166,68,moderate,maintenance,136.0,261.8,74.8,2.68
41,female,168,64,active,cutting,140.8,200.0,64.0,2.84
52,male,162,92,sedentary,bulking,184.0,460.0,110.4,3.22
35,female,190,94,sedentary,bulking,188.0,470.0,112.8,3.29
51,female,192,84,moderate,bulking,168.0,462.0,110.9,3.24
28,female,163,68,active,cutting,149.6,212.5,68.0,2.98
29,male,194,85,moderate,bulking,170.0,467.5,112.2,3.27
59,female,178,92,moderate,cutting,202.4,253.0,81.0,3.52
53,female,150,58,active,cutting,127.6,181.2,58.0,2.63
34,female,182,53,active,bulking,106.0,331.2,79.5,2.46
55,male,152,50,active,cutting,110.0,156.2,50.0,2.35
23,male,153,45,sedentary,maintenance,90.0,157.5,45.0,1.58
32,male,159,80,active,maintenance,160.0,350.0,100.0,3.4
42,male,192,93,active,cutting,204.6,290.6,93.0,3.86
59,male,174,78,active,bulking,156.0,487.5,117.0,3.33
32,male,195,67,active,cutting,147.4,209.4,67.0,2.95
22,female,170,78,moderate,cutting,171.6,214.5,68.6,3.03
39,female,153,63,moderate,cutting,138.6,173.2,55.4,2.5
19,female,175,99,moderate,bulking,198.0,544.5,130.7,3.77
39,female,193,66,active,bulking,132.0,412.5,99.0,2.91
43,female,197,46,active,maintenance,92.0,201.2,57.5,2.21
25,female,193,84,active,maintenance,168.0,367.5,105.0,3.54
50,female,150,76,active,maintenance,152.0,332.5,95.0,3.26
40,male,155,87,moderate,maintenance,174.0,335.0,95.7,3.35
19,male,198,64,active,bulking,128.0,400.0,96.0,2.84
49,male,151,69,active,cutting,151.8,215.6,69.0,3.02
25,male,199,48,sedentary,maintenance,96.0,168.0,48.0,1.68
38,male,197,67,moderate,cutting,147.4,184.3,59.0,2.65
34,female,155,87,active,cutting,191.4,271.9,87.0,3.65
43,male,155,72,sedentary,bulking,144.0,360.0,86.4,2.52
59,male,179,97,sedentary,bulking,194.0,485.0,116.4,3.4
39,female,198,94,moderate,bulking,188.0,517.0,124.1,3.59
57,female,171,63,active,maintenance,126.0,275.6,78.8,2.81
59,male,179,46,active,cutting,101.2,143.8,46.0,2.21
38,male,186,90,moderate,maintenance,180.0,346.5,99.0,3.45
59,male,181,98,sedentary,bulking,196.0,490.0,117.6,3.43
43,male,150,59,moderate,maintenance,118.0,227.2,64.9,2.37
34,male,160,53,moderate,bulking,106.0,291.5,70.0,2.16
53,male,150,85,active,cutting,187.0,265.6,85.0,3.58
36,male,151,70,active,bulking,140.0,437.5,105.0,3.05
26,male,166,61,sedentary,cutting,134.2,152.5,48.8,2.14
53,male,197,98,moderate,bulking,196.0,539.0,129.4,3.73
32,male,183,67,sedentary,cutting,147.4,167.5,53.6,2.35
25,male,192,84,moderate,cutting,184.8,231.0,73.9,3.24
36,male,185,80,active,cutting,176.0,250.0,80.0,3.4
50,male,163,77,moderate,cutting,169.4,211.8,67.8,3.0
18,female,188,63,active,cutting,138.6,196.9,63.0,2.81
40,female,164,79,active,bulking,158.0,493.8,118.5,3.37
45,female,182,72,active,bulking,144.0,450.0,108.0,3.12
40,female,164,83,active,bulking,166.0,518.8,124.5,3.51
29,female,159,96,moderate,bulking,192.0,528.0,126.7,3.66
51,female,169,67,active,maintenance,134.0,293.1,83.8,2.95
38,male,189,61,moderate,bulking,122.0,335.5,80.5,2.44
53,female,179,45,active,bulking,90.0,281.2,67.5,2.18
31,female,185,84,sedentary,maintenance,168.0,294.0,84.0,2.94
44,female,192,76,active,bulking,152.0,475.0,114.0,3.26
32,female,184,47,active,bulking,94.0,293.8,70.5,2.25
47,female,160,79,active,maintenance,158.0,345.6,98.8,3.37
46,male,183,78,sedentary,bulking,156.0,390.0,93.6,2.73
56,male,163,58,sedentary,bulking,116.0,290.0,69.6,2.03
26,female,151,54,sedentary,maintenance,108.0,189.0,54.0,1.89
50,female,164,73,active,bulking,146.0,456.2,109.5,3.16
25,female,151,76,moderate,maintenance,152.0,292.6,83.6,2.96
45,female,182,96,active,maintenance,192.0,420.0,120.0,3.96
32,female,188,91,sedentary,cutting,200.2,227.5,72.8,3.19
33,female,179,49,sedentary,bulking,98.0,245.0,58.8,1.72
23,male,175,74,active,bulking,148.0,462.5,111.0,3.19
29,female,162,78,moderate,cutting,171.6,214.5,68.6,3.03
55,male,171,77,moderate,cutting,169.4,211.8,67.8,3.0
34,male,199,83,sedentary,maintenance,166.0,290.5,83.0,2.91
27,female,153,63,sedentary,cutting,138.6,157.5,50.4,2.21
39,male,191,49,active,bulking,98.0,306.2,73.5,2.31
41,male,196,48,moderate,maintenance,96.0,184.8,52.8,1.98
27,male,191,99,active,bulking,198.0,618.8,148.5,4.07
21,male,188,54,moderate,cutting,118.8,148.5,47.5,2.19
23,male,154,45,moderate,maintenance,90.0,173.2,49.5,1.88
26,female,178,90,active,bulking,180.0,562.5,135.0,3.75
55,female,160,75,active,maintenance,150.0,328.1,93.8,3.23
57,female,171,59,sedentary,cutting,129.8,147.5,47.2,2.07
53,female,195,95,sedentary,bulking,190.0,475.0,114.0,3.33
32,male,181,57,active,maintenance,114.0,249.4,71.2,2.6
47,male,183,92,active,maintenance,184.0,402.5,115.0,3.82
40,male,191,54,moderate,cutting,118.8,148.5,47.5,2.19
37,male,174,86,moderate,bulking,172.0,473.0,113.5,3.31
30,female,151,51,sedentary,cutting,112.2,127.5,40.8,1.79
52,male,165,68,active,cutting,149.6,212.5,68.0,2.98
43,male,167,98,sedentary,bulking,196.0,490.0,117.6,3.43
44,female,190,95,active,cutting,209.0,296.9,95.0,3.93
59,female,179,52,sedentary,bulking,104.0,260.0,62.4,1.82
38,female,176,67,active,maintenance,134.0,293.1,83.8,2.95
21,male,165,62,active,cutting,136.4,193.8,62.0,2.77
52,female,165,65,moderate,cutting,143.0,178.8,57.2,2.58
56,female,164,58,moderate,cutting,127.6,159.5,51.0,2.33
54,female,181,83,sedentary,maintenance,166.0,290.5,83.0,2.91
29,female,194,60,active,maintenance,120.0,262.5,75.0,2.7
22,male,163,57,sedentary,maintenance,114.0,199.5,57.0,2.0
46,male,165,91,sedentary,bulking,182.0,455.0,109.2,3.19
52,male,198,70,active,cutting,154.0,218.8,70.0,3.05
25,male,187,69,moderate,maintenance,138.0,265.7,75.9,2.71
31,male,198,69,active,bulking,138.0,431.2,103.5,3.02
49,female,169,48,active,maintenance,96.0,210.0,60.0,2.28
44,male,176,49,active,maintenance,98.0,214.4,61.2,2.31
20,female,193,95,moderate,cutting,209.0,261.2,83.6,3.62
41,male,185,48,sedentary,cutting,105.6,120.0,38.4,1.68
41,male,168,76,active,cutting,167.2,237.5,76.0,3.26
31,male,171,69,sedentary,cutting,151.8,172.5,55.2,2.42
53,male,166,79,moderate,cutting,173.8,217.3,69.5,3.06
57,male,166,72,active,bulking,144.0,450.0,108.0,3.12
45,male,184,66,sedentary,cutting,145.2,165.0,52.8,2.31
21,male,197,85,sedentary,bulking,170.0,425.0,102.0,2.98
57,female,194,56,moderate,maintenance,112.0,215.6,61.6,2.26
41,male,171,94,active,maintenance,188.0,411.2,117.5,3.89
25,male,164,61,moderate,cutting,134.2,167.8,53.7,2.44
58,male,164,67,moderate,maintenance,134.0,258.0,73.7,2.65
31,male,189,66,active,maintenance,132.0,288.8,82.5,2.91
37,female,184,99,moderate,bulking,198.0,544.5,130.7,3.77
46,female,166,79,moderate,cutting,173.8,217.3,69.5,3.06
52,male,179,55,moderate,cutting,121.0,151.2,48.4,2.23
33,male,170,97,moderate,bulking,194.0,533.5,128.0,3.7
42,female,168,77,moderate,maintenance,154.0,296.5,84.7,3.0
43,male,178,63,sedentary,cutting,138.6,157.5,50.4,2.21
56,female,180,66,sedentary,bulking,132.0,330.0,79.2,2.31
41,female,198,73,moderate,cutting,160.6,200.8,64.2,2.85
26,female,150,81,active,maintenance,162.0,354.4,101.2,3.44
56,female,153,79,sedentary,maintenance,158.0,276.5,79.0,2.77
54,female,168,53,moderate,bulking,106.0,291.5,70.0,2.16
50,female,167,51,active,maintenance,102.0,223.1,63.8,2.39
58,male,177,72,moderate,maintenance,144.0,277.2,79.2,2.82
33,male,179,83,sedentary,maintenance,166.0,290.5,83.0,2.91
46,female,163,97,active,cutting,213.4,303.1,97.0,4.0
52,male,168,59,active,bulking,118.0,368.8,88.5,2.67
21,female,158,48,moderate,maintenance,96.0,184.8,52.8,1.98
58,male,156,79,moderate,maintenance,158.0,304.2,86.9,3.06
50,male,196,48,active,bulking,96.0,300.0,72.0,2.28
53,female,162,72,active,bulking,144.0,450.0,108.0,3.12
46,male,154,76,sedentary,cutting,167.2,190.0,60.8,2.66
34,male,198,73,active,cutting,160.6,228.1,73.0,3.16
48,female,167,78,moderate,bulking,156.0,429.0,103.0,3.03
33,male,175,89,moderate,cutting,195.8,244.8,78.3,3.42
51,male,188,65,active,maintenance,130.0,284.4,81.2,2.88
32,female,189,76,moderate,cutting,167.2,209.0,66.9,2.96
24,male,196,83,sedentary,cutting,182.6,207.5,66.4,2.91
37,male,170,90,moderate,maintenance,180.0,346.5,99.0,3.45
22,male,190,95,active,cutting,209.0,296.9,95.0,3.93
40,female,165,52,active,bulking,104.0,325.0,78.0,2.42
37,male,167,78,active,maintenance,156.0,341.2,97.5,3.33
25,male,189,70,sedentary,cutting,154.0,175.0,56.0,2.45
23,male,197,57,sedentary,cutting,125.4,142.5,45.6,2.0
32,male,187,47,moderate,maintenance,94.0,181.0,51.7,1.95
52,male,186,90,active,bulking,180.0,562.5,135.0,3.75
57,male,199,58,active,maintenance,116.0,253.8,72.5,2.63
20,male,191,94,sedentary,bulking,188.0,470.0,112.8,3.29
32,female,180,72,sedentary,bulking,144.0,360.0,86.4,2.52
39,male,167,58,active,cutting,127.6,181.2,58.0,2.63
56,female,177,71,active,maintenance,142.0,310.6,88.8,3.09
30,female,154,66,moderate,bulking,132.0,363.0,87.1,2.61
55,female,189,55,moderate,cutting,121.0,151.2,48.4,2.23
43,male,166,65,sedentary,maintenance,130.0,227.5,65.0,2.28
33,female,172,46,sedentary,cutting,101.2,115.0,36.8,1.61
18,male,174,72,active,bulking,144.0,450.0,108.0,3.12
47,female,156,49,active,cutting,107.8,153.1,49.0,2.31
30,female,180,53,active,bulking,106.0,331.2,79.5,2.46
28,female,189,59,sedentary,maintenance,118.0,206.5,59.0,2.07
53,female,158,97,moderate,cutting,213.4,266.8,85.4,3.7
36,male,193,73,active,cutting,160.6,228.1,73.0,3.16
22,male,169,79,active,maintenance,158.0,345.6,98.8,3.37
26,male,192,72,sedentary,maintenance,144.0,252.0,72.0,2.52
22,female,197,95,moderate,bulking,190.0,522.5,125.4,3.62
29,male,173,46,active,cutting,101.2,143.8,46.0,2.21
25,female,158,87,active,maintenance,174.0,380.6,108.8,3.65
35,male,172,53,active,maintenance,106.0,231.9,66.2,2.46
57,female,199,86,sedentary,bulking,172.0,430.0,103.2,3.01
21,male,178,98,moderate,bulking,196.0,539.0,129.4,3.73
43,male,151,64,moderate,bulking,128.0,352.0,84.5,2.54
47,female,163,73,sedentary,bulking,146.0,365.0,87.6,2.56
35,male,156,61,moderate,cutting,134.2,167.8,53.7,2.44
46,female,158,95,moderate,cutting,209.0,261.2,83.6,3.62
25,male,183,49,moderate,maintenance,98.0,188.7,53.9,2.02
42,female,191,48,moderate,bulking,96.0,264.0,63.4,1.98
38,female,164,87,sedentary,cutting,191.4,217.5,69.6,3.05
32,female,164,91,moderate,maintenance,182.0,350.4,100.1,3.49
25,male,170,98,active,bulking,196.0,612.5,147.0,4.03
20,male,151,65,active,maintenance,130.0,284.4,81.2,2.88
55,male,199,66,sedentary,cutting,145.2,165.0,52.8,2.31
51,female,189,45,moderate,bulking,90.0,247.5,59.4,1.88
47,female,154,66,sedentary,maintenance,132.0,231.0,66.0,2.31
34,male,164,59,moderate,cutting,129.8,162.2,51.9,2.37
59,female,155,46,moderate,cutting,101.2,126.5,40.5,1.91
26,male,173,78,sedentary,bulking,156.0,390.0,93.6,2.73
25,female,195,49,sedentary,maintenance,98.0,171.5,49.0,1.72
18,male,172,62,active,cutting,136.4,193.8,62.0,2.77
35,male,179,70,active,bulking,140.0,437.5,105.0,3.05
36,male,170,84,active,bulking,168.0,525.0,126.0,3.54
51,female,183,73,moderate,cutting,160.6,200.8,64.2,2.85
24,female,186,82,active,cutting,180.4,256.2,82.0,3.47
18,male,194,59,moderate,cutting,129.8,162.2,51.9,2.37
21,male,163,64,active,cutting,140.8,200.0,64.0,2.84
37,male,174,69,sedentary,maintenance,138.0,241.5,69.0,2.42
40,male,175,79,sedentary,bulking,158.0,395.0,94.8,2.77
57,female,150,93,moderate,bulking,186.0,511.5,122.8,3.56
25,male,159,85,active,maintenance,170.0,371.9,106.2,3.58
34,male,189,45,moderate,cutting,99.0,123.8,39.6,1.88
33,male,161,57,active,maintenance,114.0,249.4,71.2,2.6
50,female,180,79,moderate,maintenance,158.0,304.2,86.9,3.06
31,male,191,84,sedentary,maintenance,168.0,294.0,84.0,2.94
40,female,186,77,moderate,cutting,169.4,211.8,67.8,3.0
34,female,184,77,moderate,maintenance,154.0,296.5,84.7,3.0
20,female,177,62,moderate,bulking,124.0,341.0,81.8,2.47
55,male,185,63,active,cutting,138.6,196.9,63.0,2.81
25,male,165,95,sedentary,cutting,209.0,237.5,76.0,3.33
43,male,165,74,sedentary,bulking,148.0,370.0,88.8,2.59
27,male,166,45,moderate,cutting,99.0,123.8,39.6,1.88
25,female,191,65,sedentary,bulking,130.0,325.0,78.0,2.28
22,male,198,63,active,cutting,138.6,196.9,63.0,2.81
40,female,193,79,moderate,maintenance,158.0,304.2,86.9,3.06
40,male,179,52,moderate,maintenance,104.0,200.2,57.2,2.12
55,female,177,77,moderate,bulking,154.0,423.5,101.6,3.0
40,female,162,93,sedentary,bulking,186.0,465.0,111.6,3.26
49,male,151,56,active,cutting,123.2,175.0,56.0,2.56
52,female,159,99,active,bulking,198.0,618.8,148.5,4.07
41,female,193,50,sedentary,bulking,100.0,250.0,60.0,1.75
54,male,151,80,sedentary,cutting,176.0,200.0,64.0,2.8
35,male,154,85,active,cutting,187.0,265.6,85.0,3.58
32,male,156,95,moderate,cutting,209.0,261.2,83.6,3.62
48,male,182,61,active,cutting,134.2,190.6,61.0,2.74
45,female,179,47,moderate,bulking,94.0,258.5,62.0,1.95
49,male,163,55,moderate,maintenance,110.0,211.8,60.5,2.23
42,male,162,52,moderate,maintenance,104.0,200.2,57.2,2.12
31,female,157,78,active,bulking,156.0,487.5,117.0,3.33
24,female,183,93,active,bulking,186.0,581.2,139.5,3.86
45,male,190,64,active,bulking,128.0,400.0,96.0,2.84
56,male,178,66,sedentary,maintenance,132.0,231.0,66.0,2.31
42,male,166,51,sedentary,bulking,102.0,255.0,61.2,1.79
19,female,153,62,moderate,bulking,124.0,341.0,81.8,2.47
55,female,181,80,sedentary,cutting,176.0,200.0,64.0,2.8
30,female,184,61,moderate,maintenance,122.0,234.9,67.1,2.44
24,male,195,90,moderate,maintenance,180.0,346.5,99.0,3.45
44,male,179,59,sedentary,maintenance,118.0,206.5,59.0,2.07
23,female,153,54,active,maintenance,108.0,236.2,67.5,2.49
31,female,175,76,moderate,bulking,152.0,418.0,100.3,2.96
28,female,152,61,sedentary,cutting,134.2,152.5,48.8,2.14
30,female,187,91,active,cutting,200.2,284.4,91.0,3.79
54,male,190,78,sedentary,cutting,171.6,195.0,62.4,2.73
53,male,177,99,active,bulking,198.0,618.8,148.5,4.07
18,male,158,56,sedentary,cutting,123.2,140.0,44.8,1.96
58,male,180,49,sedentary,bulking,98.0,245.0,58.8,1.72
52,female,166,50,moderate,maintenance,100.0,192.5,55.0,2.05
26,male,151,78,moderate,cutting,171.6,214.5,68.6,3.03
44,female,169,99,active,maintenance,198.0,433.1,123.8,4.07
22,male,155,47,active,bulking,94.0,293.8,70.5,2.25
56,male,157,66,sedentary,bulking,132.0,330.0,79.2,2.31
18,female,181,85,sedentary,maintenance,170.0,297.5,85.0,2.98
35,female,178,46,moderate,cutting,101.2,126.5,40.5,1.91
38,male,175,89,moderate,cutting,195.8,244.8,78.3,3.42
59,male,192,57,sedentary,bulking,114.0,285.0,68.4,2.0
25,female,162,88,sedentary,bulking,176.0,440.0,105.6,3.08
43,female,171,69,active,maintenance,138.0,301.9,86.2,3.02
32,male,162,80,sedentary,cutting,176.0,200.0,64.0,2.8
39,female,185,47,moderate,cutting,103.4,129.2,41.4,1.95
40,male,198,99,active,cutting,217.8,309.4,99.0,4.07
35,female,183,73,sedentary,cutting,160.6,182.5,58.4,2.56
27,male,183,87,moderate,bulking,174.0,478.5,114.8,3.35
45,male,188,87,sedentary,maintenance,174.0,304.5,87.0,3.05
38,male,185,79,active,bulking,158.0,493.8,118.5,3.37
28,male,184,91,moderate,bulking,182.0,500.5,120.1,3.49
37,male,160,65,active,bulking,130.0,406.2,97.5,2.88
48,female,181,55,moderate,maintenance,110.0,211.8,60.5,2.23
41,male,179,79,active,bulking,158.0,493.8,118.5,3.37
45,male,154,84,moderate,cutting,184.8,231.0,73.9,3.24
24,female,171,56,moderate,maintenance,112.0,215.6,61.6,2.26
34,male,175,66,sedentary,cutting,145.2,165.0,52.8,2.31
56,male,170,77,sedentary,bulking,154.0,385.0,92.4,2.7
54,female,177,81,sedentary,cutting,178.2,202.5,64.8,2.84
33,female,193,75,sedentary,cutting,165.0,187.5,60.0,2.63
56,female,175,98,active,cutting,215.6,306.2,98.0,4.03
42,female,152,83,sedentary,bulking,166.0,415.0,99.6,2.91
19,female,198,88,sedentary,maintenance,176.0,308.0,88.0,3.08
21,male,181,51,active,maintenance,102.0,223.1,63.8,2.39
38,female,152,65,active,bulking,130.0,406.2,97.5,2.88
36,male,173,91,sedentary,cutting,200.2,227.5,72.8,3.19
19,female,165,56,moderate,maintenance,112.0,215.6,61.6,2.26
38,female,170,90,sedentary,cutting,198.0,225.0,72.0,3.15
25,male,188,61,sedentary,maintenance,122.0,213.5,61.0,2.14
23,female,180,87,sedentary,cutting,191.4,217.5,69.6,3.05
50,female,173,67,sedentary,maintenance,134.0,234.5,67.0,2.35
38,female,176,95,moderate,bulking,190.0,522.5,125.4,3.62
26,male,150,86,active,cutting,189.2,268.8,86.0,3.61
41,female,199,90,sedentary,cutting,198.0,225.0,72.0,3.15
33,male,151,91,sedentary,maintenance,182.0,318.5,91.0,3.19
25,female,195,79,active,maintenance,158.0,345.6,98.8,3.37
